;;1;Art abstrait;(;,;';';);(1,'Art abstrait')
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;;Art abstrait;;;;;;
;;2;baroque ;(;,;';';);(2,'baroque ')
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;;baroque ;;;;;;
;;3;Haute Renaissance ;(;,;';';);(3,'Haute Renaissance ')
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;;Haute Renaissance ;;;;;;
;;4;Orphisme;(;,;';';);(4,'Orphisme')
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;;Orphisme;;;;;;
;;5;Romantisme ;(;,;';';);(5,'Romantisme ')
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
;;;Romantisme ;;;;;;
